Transaction_ID,Date,Origin_Facility,Destination_City,Vehicle_Type,Route_Type,Distance_KM,Package_Weight_KG,Traffic_Conditions,Carbon_Emission_kgCO2e,Is_Eco_Friendly
TRX-9C019F90,2025-02-03,Bandung Hub,North Allisonmouth,Electric Van (EV),Mixed Route,32.2,29.8,High,1.623,1
TRX-D33E3E11,2025-08-10,Semarang Depot,South Laurenshire,Cargo Bicycle,Urban Last Mile,6.9,25.8,Severe Congestion,0.0,1
TRX-E1FC53D1,2025-06-29,Makassar Port,Fernandezberg,Diesel Van (Euro 6),Mixed Route,145.6,19.1,High,38.908,0
TRX-E09109B9,2025-12-17,Semarang Depot,Dennisville,Heavy Truck,Inter-City,524.6,912.9,High,575.941,0
TRX-26E22296,2025-06-04,Bandung Hub,East Amandaview,Cargo Bicycle,Urban Last Mile,3.7,22.8,Normal,0.0,1
TRX-928E77D1,2025-01-10,Surabaya Warehouse,Lake Tarahaven,Cargo Bicycle,Urban Last Mile,10.5,20.8,Low,0.0,1
TRX-A79FEEFE,2025-02-18,Jakarta Fulfillment Center,Jenniferport,Diesel Van (Euro 6),Mixed Route,38.5,13.3,Normal,6.797,0
TRX-E038F54F,2025-07-04,Semarang Depot,West Jennifer,Diesel Van (Euro 4),Mixed Route,86.6,4.8,High,32.217,0
TRX-6CE59BA0,2025-07-04,Makassar Port,South John,Drone Delivery,Urban Last Mile,4.8,22.3,Severe Congestion,0.048,1
TRX-199E6FAD,2025-12-03,Semarang Depot,Robertfort,Diesel Van (Euro 4),Mixed Route,76.7,14.1,Normal,20.673,0
TRX-51B09365,2025-04-09,Surabaya Warehouse,South Jacob,Drone Delivery,Urban Last Mile,6.0,29.5,Low,0.071,1
TRX-E2089A4A,2025-02-16,Jakarta Fulfillment Center,Garzafort,Drone Delivery,Urban Last Mile,3.0,7.1,Low,0.02,1
TRX-62932EE2,2025-07-27,Surabaya Warehouse,South Soniafurt,Motorcycle (Courier),Inter-District,18.2,19.2,Normal,1.762,0
TRX-46FD05A8,2025-10-13,Jakarta Fulfillment Center,New Stevenberg,Cargo Bicycle,Urban Last Mile,10.4,10.1,High,0.0,1
TRX-0A825F65,2025-04-27,Surabaya Warehouse,Port Adrienne,Cargo Bicycle,Urban Last Mile,2.1,14.3,High,0.0,1
TRX-093F0336,2025-04-16,Medan Distribution,Boyershire,Drone Delivery,Urban Last Mile,12.2,24.7,Normal,0.124,1
TRX-9A52F9B8,2025-01-13,Jakarta Fulfillment Center,Carriehaven,Drone Delivery,Urban Last Mile,4.9,1.6,Low,0.026,1
TRX-2AFC664E,2025-03-08,Medan Distribution,New Miguelborough,Diesel Van (Euro 4),Mixed Route,19.8,27.7,Normal,5.914,0
TRX-B07E35E4,2025-08-18,Medan Distribution,New Georgefurt,Diesel Van (Euro 4),Mixed Route,64.1,19.5,High,24.561,0
TRX-A86AECE4,2025-11-12,Medan Distribution,Port Danielchester,Motorcycle (Courier),Inter-District,26.5,16.5,Severe Congestion,4.221,0
TRX-B76F10C1,2025-06-07,Bandung Hub,East Jamesview,Electric Van (EV),Mixed Route,28.8,3.6,Normal,1.419,1
TRX-42B74FBB,2025-10-21,Jakarta Fulfillment Center,New Joseph,Diesel Van (Euro 6),Mixed Route,84.9,8.0,High,21.805,0
TRX-719E481E,2025-05-28,Jakarta Fulfillment Center,West Garyton,Cargo Bicycle,Urban Last Mile,14.6,22.7,High,0.0,1
TRX-AFC84CF9,2025-03-28,Medan Distribution,South Andreaton,Diesel Van (Euro 4),Mixed Route,112.5,25.8,Low,27.775,0
TRX-44EB5138,2025-05-21,Surabaya Warehouse,Randallhaven,Cargo Bicycle,Urban Last Mile,3.1,28.8,Severe Congestion,0.0,1
TRX-66994FF7,2025-09-04,Bandung Hub,Port Tammyfort,Electric Van (EV),Mixed Route,110.4,14.3,Low,5.679,1
TRX-B499CDA5,2025-01-21,Bandung Hub,Christopherland,Motorcycle (Courier),Inter-District,13.3,25.9,High,1.808,0
TRX-21C418FC,2025-04-21,Surabaya Warehouse,North Justin,Motorcycle (Courier),Inter-District,6.4,7.9,Severe Congestion,1.014,0
TRX-1E0B0A0D,2025-09-11,Bandung Hub,South Sandyland,Motorcycle (Courier),Inter-District,11.6,3.9,Normal,1.072,0
TRX-31137419,2025-12-12,Semarang Depot,New Cynthia,Heavy Truck,Inter-City,367.1,2884.6,Low,307.983,0
TRX-0923A2D7,2025-08-17,Semarang Depot,South Lori,Diesel Van (Euro 6),Mixed Route,63.9,1.5,Normal,13.035,0
TRX-AF55E585,2025-08-01,Semarang Depot,Jeremyfurt,Drone Delivery,Urban Last Mile,3.0,7.6,High,0.019,1
TRX-4131F85B,2025-07-02,Medan Distribution,East Anthonychester,Electric Van (EV),Mixed Route,47.4,13.2,Normal,2.592,1
TRX-3452976A,2025-06-01,Makassar Port,South Emilyburgh,Heavy Truck,Inter-City,118.4,3210.0,Low,93.941,0
TRX-F8CAED1D,2025-03-10,Medan Distribution,East Angie,Diesel Van (Euro 6),Mixed Route,143.4,4.1,Normal,23.789,0
TRX-48A6913B,2025-07-18,Surabaya Warehouse,Ricardoburgh,Drone Delivery,Urban Last Mile,4.0,2.7,Normal,0.023,1
TRX-6194A7C2,2025-07-03,Bandung Hub,North Maxwellberg,Motorcycle (Courier),Inter-District,19.2,3.8,High,2.37,0
TRX-6CE3ED10,2026-01-03,Jakarta Fulfillment Center,Port Lisa,Drone Delivery,Urban Last Mile,14.9,12.3,High,0.122,1
TRX-6BC0F8E0,2025-12-07,Jakarta Fulfillment Center,Lake Lauren,Diesel Van (Euro 6),Mixed Route,37.5,8.2,Normal,7.108,0
TRX-C5328A56,2025-03-12,Bandung Hub,Pierceberg,Heavy Truck,Inter-City,286.5,2184.1,Normal,256.845,0
TRX-60ECC299,2025-01-03,Surabaya Warehouse,Davisfort,Diesel Van (Euro 6),Mixed Route,141.1,1.6,Low,24.21,0
TRX-A8E749DA,2025-09-04,Makassar Port,Lambertmouth,Drone Delivery,Urban Last Mile,9.8,21.5,Low,0.085,1
TRX-20719554,2025-07-20,Jakarta Fulfillment Center,Christophershire,Motorcycle (Courier),Inter-District,24.2,1.5,Normal,2.341,0
TRX-E160EF69,2025-01-11,Makassar Port,Johnfurt,Motorcycle (Courier),Inter-District,34.4,15.7,High,4.509,0
TRX-40DA789F,2025-12-09,Jakarta Fulfillment Center,West Brooke,Drone Delivery,Urban Last Mile,14.5,19.7,High,0.142,1
TRX-93164478,2025-08-14,Semarang Depot,West Julie,Diesel Van (Euro 4),Mixed Route,50.8,5.5,Severe Congestion,22.972,0
TRX-E9485F66,2025-01-07,Jakarta Fulfillment Center,West Samanthaburgh,Electric Van (EV),Mixed Route,38.6,9.0,High,1.893,1
TRX-AA425146,2025-10-07,Makassar Port,Lawrencebury,Diesel Van (Euro 4),Mixed Route,76.0,8.2,Low,19.271,0
TRX-3346EF1E,2025-09-18,Makassar Port,Christensenburgh,Cargo Bicycle,Urban Last Mile,8.7,16.6,High,0.0,1
TRX-46C51EA2,2025-08-26,Medan Distribution,Wilsonberg,Heavy Truck,Inter-City,478.2,2728.7,Low,405.369,0
TRX-A6575825,2025-01-04,Jakarta Fulfillment Center,Dylanview,Heavy Truck,Inter-City,346.4,2915.4,Severe Congestion,555.305,0
TRX-814AB6AA,2025-01-10,Semarang Depot,Franklinberg,Diesel Van (Euro 4),Mixed Route,43.9,0.9,Normal,12.415,0
TRX-25ECD0C4,2025-05-31,Semarang Depot,South Brendaville,Heavy Truck,Inter-City,162.6,3536.9,Low,128.48,0
TRX-04C5E9D0,2025-04-01,Bandung Hub,Scottland,Diesel Van (Euro 6),Mixed Route,43.2,17.0,High,10.342,0
TRX-3DB46100,2025-11-27,Medan Distribution,Ashleymouth,Drone Delivery,Urban Last Mile,5.7,8.7,Normal,0.041,1
TRX-7142DA7C,2025-10-28,Makassar Port,Lunaport,Cargo Bicycle,Urban Last Mile,3.4,3.2,Normal,0.0,1
TRX-54C46D37,2025-04-10,Surabaya Warehouse,Singhchester,Diesel Van (Euro 4),Mixed Route,114.7,4.3,Normal,30.889,0
TRX-2958D542,2025-07-04,Medan Distribution,Michelleburgh,Drone Delivery,Urban Last Mile,8.2,7.7,Normal,0.058,1
TRX-CD454C51,2025-02-11,Semarang Depot,East Jasonport,Drone Delivery,Urban Last Mile,10.7,20.8,Normal,0.096,1
TRX-E93ECF1E,2025-10-06,Surabaya Warehouse,Walkermouth,Diesel Van (Euro 6),Mixed Route,79.3,3.9,High,17.909,0
TRX-7D6201FC,2025-03-08,Jakarta Fulfillment Center,East Paulmouth,Drone Delivery,Urban Last Mile,6.3,29.0,High,0.073,1
TRX-173E0C44,2025-09-10,Semarang Depot,Clarkside,Cargo Bicycle,Urban Last Mile,6.9,17.2,High,0.0,1
TRX-7E9D5A0B,2025-04-30,Medan Distribution,Steelestad,Electric Van (EV),Mixed Route,21.7,20.6,Normal,1.189,1
TRX-29F9716D,2025-12-05,Jakarta Fulfillment Center,Sanchezhaven,Cargo Bicycle,Urban Last Mile,4.5,3.9,Normal,0.0,1
TRX-33E6728C,2025-04-30,Bandung Hub,Lake Christineborough,Electric Van (EV),Mixed Route,93.3,17.5,High,5.03,1
TRX-93BFF42D,2025-04-29,Medan Distribution,Port Russell,Diesel Van (Euro 6),Mixed Route,53.0,16.2,Normal,9.931,0
TRX-57362E2B,2025-08-16,Jakarta Fulfillment Center,South Valerie,Electric Van (EV),Mixed Route,138.8,5.7,Severe Congestion,8.119,1
TRX-905F0D35,2025-09-07,Semarang Depot,Beckerport,Heavy Truck,Inter-City,168.0,3490.2,Normal,155.231,0
TRX-0C426BD3,2025-10-16,Bandung Hub,Port Candacemouth,Heavy Truck,Inter-City,768.2,4697.4,High,947.401,0
TRX-C78EFC0A,2025-08-09,Semarang Depot,Marybury,Diesel Van (Euro 4),Mixed Route,19.5,0.6,Normal,5.199,0
TRX-9677D89E,2025-09-28,Medan Distribution,Lauriehaven,Electric Van (EV),Mixed Route,30.7,28.2,Low,1.489,1
TRX-690A9820,2025-05-18,Jakarta Fulfillment Center,Karenhaven,Motorcycle (Courier),Inter-District,26.3,28.5,Normal,3.027,0
TRX-A74C75D5,2025-03-29,Semarang Depot,South Aliciafurt,Cargo Bicycle,Urban Last Mile,9.8,13.6,High,0.0,1
TRX-58DA0132,2025-09-01,Jakarta Fulfillment Center,Melissabury,Diesel Van (Euro 4),Mixed Route,41.8,10.1,Low,10.283,0
TRX-617B1A60,2025-08-08,Jakarta Fulfillment Center,Kellytown,Drone Delivery,Urban Last Mile,6.4,8.6,High,0.047,1
TRX-5B8D198C,2025-02-13,Semarang Depot,East Gregory,Cargo Bicycle,Urban Last Mile,14.2,9.3,Severe Congestion,0.0,1
TRX-1B9A8CBA,2025-08-30,Semarang Depot,Kennedyburgh,Cargo Bicycle,Urban Last Mile,9.7,14.4,Normal,0.0,1
TRX-70DC005C,2025-06-21,Surabaya Warehouse,West Anthony,Drone Delivery,Urban Last Mile,3.4,18.6,High,0.033,1
TRX-6BA99224,2025-02-04,Jakarta Fulfillment Center,North Jeffville,Diesel Van (Euro 6),Mixed Route,39.9,21.1,High,9.893,0
TRX-7B0EC0D1,2025-06-29,Makassar Port,Cynthiaville,Drone Delivery,Urban Last Mile,14.9,7.1,Normal,0.095,1
TRX-06C9EC31,2025-06-13,Makassar Port,West Lance,Cargo Bicycle,Urban Last Mile,5.6,24.1,Low,0.0,1
TRX-22968180,2025-01-04,Bandung Hub,North Kathleenberg,Motorcycle (Courier),Inter-District,9.5,10.4,Low,0.754,0
TRX-24A02C37,2025-07-01,Medan Distribution,Garciaville,Motorcycle (Courier),Inter-District,12.3,16.7,Normal,1.141,0
TRX-2BB0094D,2025-11-20,Medan Distribution,Port Lauren,Heavy Truck,Inter-City,779.5,3621.2,Normal,710.992,0
TRX-1DEB3406,2025-12-02,Surabaya Warehouse,Petersonburgh,Drone Delivery,Urban Last Mile,13.9,7.7,Severe Congestion,0.103,1
TRX-933CEC51,2025-02-20,Medan Distribution,West Joelmouth,Electric Van (EV),Mixed Route,15.2,18.8,Normal,0.789,1
TRX-6C7CC724,2025-07-03,Bandung Hub,New Laurachester,Electric Van (EV),Mixed Route,33.8,13.2,Normal,1.647,1
TRX-672B7D96,2025-10-22,Medan Distribution,North Andrew,Diesel Van (Euro 6),Mixed Route,72.3,11.6,High,19.171,0
TRX-8F22EE48,2025-07-02,Semarang Depot,Walterland,Cargo Bicycle,Urban Last Mile,1.8,9.6,Normal,0.0,1
TRX-BDB13540,2025-06-23,Jakarta Fulfillment Center,Brownfort,Drone Delivery,Urban Last Mile,9.4,10.5,High,0.062,1
TRX-BE680FE8,2025-05-19,Surabaya Warehouse,North Rickeychester,Drone Delivery,Urban Last Mile,6.8,29.5,High,0.077,1
TRX-4C14620B,2025-09-08,Makassar Port,West Jenniferhaven,Heavy Truck,Inter-City,717.3,4764.6,High,888.891,0
TRX-539AF4D0,2025-04-09,Medan Distribution,Rodriguezburgh,Electric Van (EV),Mixed Route,122.1,25.0,High,6.77,1
TRX-3DDADC36,2025-01-07,Medan Distribution,New Catherine,Heavy Truck,Inter-City,345.1,4955.0,Normal,322.685,0
TRX-58FC5B96,2025-05-02,Semarang Depot,Kimberlychester,Heavy Truck,Inter-City,254.4,2395.8,Normal,217.605,0
TRX-4DAFB815,2025-11-04,Semarang Depot,Lake Jeremyland,Motorcycle (Courier),Inter-District,26.8,27.3,High,3.835,0
TRX-367749F7,2025-06-11,Bandung Hub,New Kaylaview,Heavy Truck,Inter-City,509.2,2103.0,Low,390.673,0
TRX-1912BE3B,2025-05-06,Makassar Port,Hodgeshire,Drone Delivery,Urban Last Mile,13.2,3.7,Low,0.076,1
TRX-13C1D12C,2025-05-03,Bandung Hub,Lake Mallory,Diesel Van (Euro 6),Mixed Route,78.7,12.1,Low,12.83,0
TRX-AF5CB5AE,2025-07-25,Bandung Hub,New Robert,Motorcycle (Courier),Inter-District,23.0,11.5,High,2.942,0
TRX-CA31D9F5,2025-01-16,Medan Distribution,Alisonport,Diesel Van (Euro 4),Mixed Route,147.5,3.9,Normal,46.256,0
TRX-6DF4ADDE,2025-06-12,Semarang Depot,Jaredshire,Diesel Van (Euro 4),Mixed Route,74.0,10.7,High,27.184,0
TRX-EC9D2E45,2025-06-23,Medan Distribution,West Lisa,Cargo Bicycle,Urban Last Mile,2.4,7.4,Severe Congestion,0.0,1
TRX-8AE1BFFC,2025-05-02,Surabaya Warehouse,Larrybury,Diesel Van (Euro 4),Mixed Route,23.5,2.5,Normal,5.896,0
TRX-622197EC,2025-01-03,Surabaya Warehouse,New Brooke,Cargo Bicycle,Urban Last Mile,3.1,19.0,Low,0.0,1
TRX-B0646B92,2025-09-30,Jakarta Fulfillment Center,Jessicaville,Cargo Bicycle,Urban Last Mile,2.5,24.6,Normal,0.0,1
TRX-7CC6DC4C,2025-09-16,Medan Distribution,Richardchester,Drone Delivery,Urban Last Mile,7.8,18.0,Normal,0.065,1
TRX-7189CB66,2025-08-28,Jakarta Fulfillment Center,Franklinville,Diesel Van (Euro 4),Mixed Route,58.5,4.9,Normal,15.651,0
TRX-F0520CB6,2025-05-27,Semarang Depot,Camposmouth,Drone Delivery,Urban Last Mile,13.8,27.6,High,0.154,1
TRX-E0C32422,2025-08-17,Medan Distribution,Ashleystad,Drone Delivery,Urban Last Mile,14.7,22.7,Normal,0.143,1
TRX-9748E166,2025-01-08,Bandung Hub,Paulstad,Diesel Van (Euro 4),Mixed Route,12.9,14.2,Low,3.132,0
TRX-9BF0EB20,2025-11-06,Jakarta Fulfillment Center,Kimberlytown,Motorcycle (Courier),Inter-District,22.4,13.7,Low,1.966,0
TRX-F1DEA4F4,2025-05-22,Surabaya Warehouse,Owenstown,Cargo Bicycle,Urban Last Mile,2.4,1.9,Normal,0.0,1
TRX-750256AE,2025-12-04,Bandung Hub,Amberside,Motorcycle (Courier),Inter-District,27.4,8.0,Low,2.312,0
TRX-358F7425,2025-11-07,Medan Distribution,North Kaylachester,Heavy Truck,Inter-City,273.7,990.4,Severe Congestion,384.422,0
TRX-9CB50C54,2025-04-14,Bandung Hub,Evansview,Diesel Van (Euro 4),Mixed Route,129.9,18.3,Normal,38.18,0
TRX-9C152D5F,2025-01-03,Surabaya Warehouse,East Brian,Electric Van (EV),Mixed Route,118.6,13.3,Normal,5.852,1
TRX-370F1FBC,2025-04-01,Jakarta Fulfillment Center,North Jeanne,Cargo Bicycle,Urban Last Mile,4.2,28.0,Normal,0.0,1
TRX-58E955C2,2026-01-01,Jakarta Fulfillment Center,Garciaside,Motorcycle (Courier),Inter-District,35.7,2.9,Normal,3.295,0
TRX-B3A71879,2025-07-22,Medan Distribution,West Davidchester,Electric Van (EV),Mixed Route,54.7,25.8,Severe Congestion,3.015,1
TRX-74ABE833,2025-04-02,Medan Distribution,Lake Whitneyville,Electric Van (EV),Mixed Route,42.8,24.8,Normal,2.059,1
TRX-77788F9C,2025-11-07,Medan Distribution,New Nancyfurt,Diesel Van (Euro 6),Mixed Route,83.9,8.0,Normal,15.414,0
TRX-FDF53CCE,2025-01-17,Medan Distribution,South Tara,Heavy Truck,Inter-City,276.2,2570.4,Normal,249.074,0
TRX-AE20BDAA,2025-08-09,Semarang Depot,Port Kayleeport,Cargo Bicycle,Urban Last Mile,12.9,8.2,Normal,0.0,1
TRX-5823797F,2025-06-10,Makassar Port,Angelamouth,Drone Delivery,Urban Last Mile,11.2,13.5,High,0.097,1
TRX-CDB90AF5,2025-03-17,Surabaya Warehouse,South Larryview,Drone Delivery,Urban Last Mile,8.2,28.6,Normal,0.079,1
TRX-B69CE884,2025-09-08,Surabaya Warehouse,New Randy,Diesel Van (Euro 4),Mixed Route,132.1,7.8,High,49.183,0
TRX-1C6D762E,2025-01-21,Bandung Hub,South Tammychester,Heavy Truck,Inter-City,516.5,3637.3,High,594.3,0
TRX-39002C14,2025-11-17,Makassar Port,Alexanderberg,Cargo Bicycle,Urban Last Mile,2.7,10.4,Normal,0.0,1
TRX-04886985,2025-11-03,Makassar Port,West Kimberlyville,Motorcycle (Courier),Inter-District,26.4,18.5,Normal,2.775,0
TRX-6FBCB850,2025-11-08,Makassar Port,South James,Diesel Van (Euro 4),Mixed Route,146.6,26.1,High,56.742,0
TRX-8D1D8776,2025-10-17,Semarang Depot,Warrenberg,Drone Delivery,Urban Last Mile,10.5,17.7,Normal,0.098,1
TRX-1B75E56B,2025-03-23,Medan Distribution,Erikport,Motorcycle (Courier),Inter-District,17.5,22.9,Low,1.719,0
TRX-9AC72BE3,2025-01-15,Semarang Depot,East Stevenland,Cargo Bicycle,Urban Last Mile,5.9,7.9,Normal,0.0,1
TRX-7792D065,2025-05-22,Semarang Depot,Coffeytown,Diesel Van (Euro 4),Mixed Route,60.4,14.2,Severe Congestion,27.393,0
TRX-1FBA8CE0,2025-05-25,Medan Distribution,West Andreaborough,Diesel Van (Euro 4),Mixed Route,130.9,9.2,Normal,35.364,0
TRX-8D5883BC,2025-05-15,Medan Distribution,Christopherside,Drone Delivery,Urban Last Mile,1.8,23.2,High,0.018,1
TRX-08A49F82,2025-08-09,Semarang Depot,Port Amybury,Electric Van (EV),Mixed Route,63.8,27.5,Severe Congestion,3.513,1
TRX-6E120C46,2025-07-02,Makassar Port,Kristinberg,Electric Van (EV),Mixed Route,10.3,6.9,Low,0.494,1
TRX-39160265,2025-03-10,Jakarta Fulfillment Center,East Andrea,Diesel Van (Euro 6),Mixed Route,34.7,21.4,Normal,6.692,0
TRX-9AF9CD89,2025-09-25,Medan Distribution,South Johnfort,Heavy Truck,Inter-City,419.3,3541.3,Normal,386.16,0
TRX-287BE552,2025-05-24,Medan Distribution,East Kathleen,Heavy Truck,Inter-City,543.0,744.6,Normal,507.079,0
TRX-90B8D890,2026-01-02,Bandung Hub,Thomasberg,Diesel Van (Euro 4),Mixed Route,132.4,7.3,Severe Congestion,60.025,0
TRX-35A27621,2025-09-02,Makassar Port,Laurenside,Diesel Van (Euro 4),Mixed Route,137.1,23.9,High,50.276,0
TRX-8C29EFC1,2025-01-22,Jakarta Fulfillment Center,Melaniebury,Heavy Truck,Inter-City,712.1,3743.1,Low,574.619,0
TRX-7CB2CC40,2025-10-09,Jakarta Fulfillment Center,Thomaston,Diesel Van (Euro 6),Mixed Route,71.7,25.1,Normal,13.129,0
TRX-FAAC8D4B,2025-12-25,Makassar Port,Edwinmouth,Diesel Van (Euro 4),Mixed Route,115.9,25.9,High,38.23,0
TRX-CA8F743D,2025-06-04,Semarang Depot,East Kurtview,Electric Van (EV),Mixed Route,87.9,25.1,Normal,4.639,1
TRX-5891009A,2025-09-23,Semarang Depot,Jonesmouth,Diesel Van (Euro 6),Mixed Route,140.3,12.7,High,33.639,0
TRX-6E1E9872,2025-04-23,Bandung Hub,Davidton,Electric Van (EV),Mixed Route,99.5,29.6,Normal,4.564,1
TRX-96FFE93F,2025-12-28,Bandung Hub,West Katherineland,Heavy Truck,Inter-City,378.0,719.7,High,471.334,0
TRX-1196C804,2025-12-09,Semarang Depot,Lake James,Heavy Truck,Inter-City,388.8,2651.0,High,481.776,0
TRX-ABEC4170,2025-07-31,Makassar Port,North Traceyborough,Cargo Bicycle,Urban Last Mile,3.1,0.5,Normal,0.0,1
TRX-271218DC,2025-01-13,Jakarta Fulfillment Center,Claytonfort,Drone Delivery,Urban Last Mile,2.8,6.2,High,0.018,1
TRX-331DD783,2025-07-24,Makassar Port,Vegaside,Motorcycle (Courier),Inter-District,23.3,4.9,High,2.668,0
TRX-29188D40,2025-10-19,Surabaya Warehouse,North Michael,Diesel Van (Euro 6),Mixed Route,116.8,20.8,High,29.531,0
TRX-0E700A28,2025-09-22,Jakarta Fulfillment Center,Zunigafort,Diesel Van (Euro 4),Mixed Route,37.1,11.9,Normal,11.117,0
TRX-C36EA3E7,2025-09-27,Surabaya Warehouse,Brownmouth,Motorcycle (Courier),Inter-District,38.9,25.8,High,5.498,0
TRX-C61B655F,2025-12-08,Jakarta Fulfillment Center,Jamesview,Electric Van (EV),Mixed Route,90.8,3.2,High,5.255,1
TRX-55E87681,2025-08-06,Medan Distribution,Laurenside,Diesel Van (Euro 6),Mixed Route,37.2,8.1,High,9.88,0
TRX-57FBA460,2025-12-03,Surabaya Warehouse,Lake Deborahtown,Heavy Truck,Inter-City,493.6,4208.6,Normal,449.22,0
TRX-71DECA9C,2025-06-20,Jakarta Fulfillment Center,Mahoneyton,Cargo Bicycle,Urban Last Mile,4.2,17.0,Normal,0.0,1
TRX-1425CC32,2025-09-09,Bandung Hub,South Dustinfort,Diesel Van (Euro 6),Mixed Route,31.0,16.8,Severe Congestion,8.72,0
TRX-6C8B3F13,2025-06-08,Makassar Port,Lake Rosestad,Diesel Van (Euro 4),Mixed Route,64.6,17.8,High,25.049,0
TRX-C5EFFD7B,2025-02-19,Semarang Depot,Davidchester,Electric Van (EV),Mixed Route,36.7,22.9,High,2.038,1
TRX-D433654D,2025-03-31,Surabaya Warehouse,West Valerie,Motorcycle (Courier),Inter-District,7.3,19.4,Normal,0.78,0
TRX-AF9B4049,2025-06-30,Bandung Hub,North Benjaminhaven,Heavy Truck,Inter-City,794.9,4092.4,Low,642.996,0
TRX-FA8B31A8,2025-07-06,Medan Distribution,Geraldberg,Diesel Van (Euro 4),Mixed Route,148.5,10.7,Normal,41.957,0
TRX-CF449246,2025-11-15,Bandung Hub,Lake Carrie,Cargo Bicycle,Urban Last Mile,4.9,19.2,Normal,0.0,1
TRX-3E4312C3,2025-03-13,Jakarta Fulfillment Center,Karenport,Electric Van (EV),Mixed Route,31.3,13.9,Low,1.469,1
TRX-1AC838B5,2025-06-16,Makassar Port,Hawkinsborough,Diesel Van (Euro 4),Mixed Route,39.1,4.1,Severe Congestion,16.597,0
TRX-77E1081C,2025-02-06,Makassar Port,Bennettstad,Drone Delivery,Urban Last Mile,6.8,14.6,Severe Congestion,0.064,1
TRX-69D4697F,2025-12-08,Surabaya Warehouse,New Amy,Electric Van (EV),Mixed Route,28.3,28.3,Low,1.579,1
TRX-62A20DAC,2025-08-22,Jakarta Fulfillment Center,Greenmouth,Diesel Van (Euro 4),Mixed Route,50.8,13.3,Normal,14.03,0
TRX-64D87639,2025-10-07,Bandung Hub,Lake Paige,Cargo Bicycle,Urban Last Mile,3.8,16.4,Low,0.0,1
TRX-7E45A070,2025-10-17,Jakarta Fulfillment Center,Andreaborough,Electric Van (EV),Mixed Route,38.3,19.0,Normal,2.019,1
TRX-09B38E5D,2025-10-17,Surabaya Warehouse,Jacobmouth,Diesel Van (Euro 4),Mixed Route,45.4,29.4,Normal,12.951,0
TRX-14758E3F,2025-03-12,Semarang Depot,Lake Kim,Cargo Bicycle,Urban Last Mile,5.7,22.5,Severe Congestion,0.0,1
TRX-901EFE8B,2025-12-30,Bandung Hub,Cindymouth,Diesel Van (Euro 4),Mixed Route,60.1,20.4,Low,15.726,0
TRX-31751FDF,2025-11-25,Makassar Port,Williamsview,Motorcycle (Courier),Inter-District,37.8,14.9,Low,3.545,0
TRX-CC8ACCB5,2025-11-30,Semarang Depot,Heatherton,Diesel Van (Euro 4),Mixed Route,97.5,10.6,Normal,27.939,0
TRX-976AAB61,2025-04-20,Surabaya Warehouse,Rogersland,Diesel Van (Euro 6),Mixed Route,85.8,8.0,High,18.867,0
TRX-56D9DF7D,2025-10-25,Makassar Port,Onealhaven,Heavy Truck,Inter-City,341.1,2311.4,High,396.342,0
TRX-8F87BBC3,2025-06-19,Jakarta Fulfillment Center,Robertville,Cargo Bicycle,Urban Last Mile,10.1,22.9,Low,0.0,1
TRX-38C89EF2,2025-10-01,Jakarta Fulfillment Center,Davidton,Motorcycle (Courier),Inter-District,21.3,20.6,Severe Congestion,3.05,0
TRX-1905119C,2025-07-24,Makassar Port,East Stacy,Heavy Truck,Inter-City,127.7,1155.7,High,131.534,0
TRX-2CB64DD8,2025-11-13,Makassar Port,Stacyview,Motorcycle (Courier),Inter-District,19.1,21.6,Low,1.744,0
TRX-02210A15,2025-08-29,Makassar Port,Alexanderport,Drone Delivery,Urban Last Mile,6.0,4.1,Normal,0.035,1
TRX-FB2B000E,2025-12-22,Jakarta Fulfillment Center,New Sarah,Diesel Van (Euro 6),Mixed Route,69.2,19.5,Low,11.47,0
TRX-499BE23E,2025-10-31,Surabaya Warehouse,Ramirezhaven,Diesel Van (Euro 6),Mixed Route,74.4,20.7,High,18.468,0
TRX-C1932849,2025-10-21,Jakarta Fulfillment Center,Port Andreaview,Diesel Van (Euro 4),Mixed Route,113.6,16.1,High,41.369,0
TRX-12A57271,2025-11-11,Surabaya Warehouse,Raymondburgh,Diesel Van (Euro 6),Mixed Route,65.1,24.2,Normal,12.281,0
TRX-6E3C9D8B,2025-06-03,Makassar Port,New Mitchellside,Diesel Van (Euro 6),Mixed Route,124.0,21.2,Severe Congestion,41.563,0
TRX-F0996114,2025-09-28,Surabaya Warehouse,Lake Angieland,Diesel Van (Euro 6),Mixed Route,53.1,13.2,Low,7.843,0
TRX-8DD028F8,2025-01-24,Semarang Depot,Lake Bradmouth,Drone Delivery,Urban Last Mile,7.1,13.3,High,0.057,1
TRX-90FF3473,2025-09-06,Jakarta Fulfillment Center,North Andrew,Motorcycle (Courier),Inter-District,18.2,11.4,High,2.266,0
TRX-FF83358D,2025-01-22,Bandung Hub,New Sherrymouth,Heavy Truck,Inter-City,480.5,3185.5,Normal,438.961,0
TRX-F40C97BF,2025-10-28,Makassar Port,East Karenberg,Motorcycle (Courier),Inter-District,14.2,9.9,High,1.909,0
TRX-4B353DB2,2025-07-13,Makassar Port,East Benjamin,Diesel Van (Euro 6),Mixed Route,112.4,24.3,Low,20.165,0
TRX-919FF939,2025-06-27,Surabaya Warehouse,East Barryhaven,Heavy Truck,Inter-City,162.2,1375.4,Normal,147.556,0
